post_id,author,title,body,image,image description
bvpnvc,thedarkgrind,question; woman; sexually; attracted; average; looking,know; study; rating; rate; unattractive; shifted; curve; around; average; relationship; mean; significant; portion; female; partner; settled; purely; romantic; attention; reason; sexually; attracted; study; woman; feel; romantic; partner; term; sexual; attractiveness,-1,
bvjbe9,ayejit,woman; reported; markedly; greater; sexual; disgust; asked; increasingly; intimate; hypothetical; contact; facially; unattractive; effect; unaffected; background; state; sexual; arousal; zsok,,-1,
bvg8jd,SophisticatedBean,relation; cultural; complexity; sexual; norm,previous; literature; noted; relation; cultural; complexity; sexual; norm; strong; journal; sagepub; scholar; google; scholar; cluster; jstor; stable; wanted; closer; look; standard; cross; cultural; sample; sccs; sccs; dataset; society; chosen; natural; unrelated; possible; need; unrelated; statistic; based; biased; toward; cultural; thing; borrowed; inherted; often; others; called; galton; problem; borrowed; inherited; thing; necessarily; reflect; likelihood; naturally; evolved; hence; necessarily; group; fitness; note; objection; galton; problem; likely; still; solved; researchgate; profile; anthon; publication; sccs; ignore; dataset; eclectic; drwhite; sccs; codebook; eclectic; drwhite; course; scccodes; figure; cultural; complexity; female; premarital; norm; imgur; gqugudp; figure; cultural; complexity; homosexuality; norm; imgur; axextro; figure; cultural; complexity; married; wife; imgur; faoaurf; clarity; variable; modernization; cultural; complexity; shade; indicate; strictly; offspring; socialized; course; correlation; causation; still; interesting; analyze; clear; pattern; culture; completely; permitted; female; premarital; homosexuality; lot; polygyny; never; achieved; high; cultural; complexity; though; culture; fairly; mild; norm; could; still; achieve; high; complexity; true; strict; norm; guarantee; high; complexity; take; closer; look; outlier; relaxed; norm; female; premarital; expected; mildly; disapproved; high; cultural; complexity; hausa; burmese; vietnamese; javanese; balinese; haitian; common; tropical; climate; mostly; south; asian; austronesian; high; cultural; complexity; money; writing; system; schooling; administration; social; stratification; law; election; none; technology; beyond; basic; metal; working; advanced; among; society; sccs; none; depend; gathering; hunting; instead; mostly; live; farming; cereal; crop; peaceful; notion; male; bravery; male; sexual; aggressiveness; male; socialized; much; competitive; slave; conflict; war; woman; seen; much; inferior; admitted; many; right; lack; virginity; ground; divorce; religious; strong; superstition; god; punish; illness; misfortune; related; malaria; common; percent; wife; range; hausa; haitian; balinese; nearly; burmese; javanese; find; typical; occupational; gender; difference; though; present; basically; sccs; culture; nearly; exclusively; work; house; construction; metal; work; charge; military; wheras; woman; much; involved; cooking; task; near; home; woman; produce; good; partly; work; agriculture; could; still; easily; satisfy; woman; hypergamous; preference; could; gain; status; resource; extraction; woman; could; biggest; outlier; among; people; balinese; people; society; tolerated; female; premarital; universally; done; achieved; high; cultural; complexity; video; provides; fairly; good; impression; balinese; people; youtu; xlxboxc; nsfw; people; bali; strive; perfect; poise; balance; every; posture; gait; gesture; attempt; maintain; orientation; spatially; socially; seek; perfect; fitness; speech; posture; manner; situation; developed; emotionally; expressive; emotion; although; occasional; deviant; individual; conform; tradition; high; degree; behavior; balinese; characterized; ease; relaxation; differ; people; work; relaxation; experience; strain; tension; recreation; freedom; relaxation; seem; come; immutability; law; conduct; rightness; never; doubted; responsibility; individual; obedience; law; psycnet; record; provided; balinese; wife; norm; relaxed; raise; question; kept; envious; beta; omega; male; check; enough; posed; threat; highly; complex; culture; perhaps; relatively; strict; law; religion; accomplished; interestingly; along; strict; socialization; sexual; norm; though; course; norm; woman; could; show; breast; thigh,-1,
bz0ohz,Bill_Ete1989,episode; doomer; bloomer; podcast; discus; among; thing; rise; transgenderism; psychedelic; drug; becoming; black; pill,,-1,
byyskw,SophisticatedBean,around; female; reported; making; copulatory; vocalization; knew; going; orgasm; brewer; hendrie,,-1,
byqvyb,SophisticatedBean,evidence; trivers; willard; hypothesis; unhealthy; poorly; nourished; status; mother; likely; give; birth; daughter; female; offspring; reliable; reproductive; success; song,,-1,
byquza,SophisticatedBean,evidence; trivers; willard; hypothesis; unhealthy; poorly; nourished; status; mother; likely; give; birth; daughter; female; offspring; reliable; reproductive; success; song,,-1,
c3xni8,TheBlackpillMafia,look; shape; personality,,-1,
c3wqb3,SwansonSamsonite,woman; prefer; masculine; face; exposed; male; male; competition; violence,,-1,
c3pa5d,IceCreamYouCream,andme; study; found; woman; much; likely; prefer; chocolate; favored; vanilla,,-1,
c11660,neverserve,graph; showing; strength; height; preference; male; female; straight,,-1,
c0zoqs,NOT_A_THROWAWAY345,find; waist; ratio; attractive; commonly; referred; hourglass; figure; signal; youth; health; fertility; reliable; signal; physical; sexual; maturity; young; woman; pregnant; suggests; study; female; participant,,-1,
c0oqd7,chrisvacc,altruism; predicts; mating; success; human,,-1,
c0jzr3,koyaanisqatsi9,female; rate; facial; aging; higher; male; rate; figure; female; face; average; twice; fast; male; face; year; difference; aging; rate; pronounced; three; time; faster,,-1,
c0gkbo,ROABE__,meta; analysis; show; across; culture; people; tend; agree; attractive; attractive; people; judged; positively; treated; better,,-1,
c09bc2,timshelfield,health; notable; absence; global; national; health; policy,,-1,
c02p3v,Who_watches,survey; reveals; sexual; behaviour; high; school; student; showing; half; sexual; activity,,-1,
